fips,solar_system_count_residential,population,household_count,housing_unit_count,land_area,average_household_size,daily_solar_radiation,average_household_income,housing_unit_median_value,race_white_rate,race_black_africa_rate,age_median,voting_2016_dem_percentage,employ_rate,geoid,county_name,locale,age_18_under,age_25_to_44,age_45_to_64,age_65_plus,ed_bachelor_rate,housing_density,pop_density,race_oth_rate,total_mf_own_hh,total_mf_own_suit,total_mf_rent_hh,total_mf_rent_suit,total_sf_own_hh,total_sf_own_suit,total_sf_rent_hh,total_sf_rent_suit,suit_mf_own_rate,suit_mf_rent_rate,suit_rate,suit_sf_own_rate,suit_sf_rent_rate,total_hh,high_sf_own_rate,low_sf_own_rate,mid_sf_own_rate,mod_sf_own_rate,rent_pct,sf_pct,sf_rent_pct,solar_per_capita,very_low_sf_own_rate,urban,city,rural,suburban
13095011300,2.0,2566,1033,1258,6.8116520000000005,2.08,4.53,49214.908034800006,100000.0,0.434918160561,0.501948558067,47.2,0.68456890199,0.859154929577,13095011300.0,Dougherty County,rural_fringe,0.09625876851130001,0.23577552611089997,0.254871395168,0.2486360093526,0.18081180811798997,151.65190470681708,376.70744189515256,0.0631332813718,5.0,3.4304,334.0,73.0701,449.0,403.5801,207.0,168.9192,0.68608,0.21877275449101796,0.6522611055276383,0.8988420935412027,0.8160347826086956,995.0,0.9019870445344129,0.8300727272727273,0.8996500000000001,0.8758081632653061,0.5437185929648242,0.6592964824120603,0.3155487804878049,0.000779423226812159,0.9130770270270271,rural,0,1,0
13095011600,9.0,2044,707,780,39.04907,2.78,4.53,63224.4695898,130000.0,0.5748532289630001,0.38258317025399996,39.2,0.68456890199,0.92625,13095011600.0,Dougherty County,rural_fringe,0.2025440313111,0.18884540117409998,0.28082191780800003,0.1575342465753,0.17082683307289998,18.10542478988616,52.34439642224514,0.042563600782790006,2.0,2.6127000000000002,198.0,43.0865,351.0,320.7902,119.0,103.51080000000002,1.3063500000000001,0.21760858585858586,0.7014928358208956,0.9139321937321938,0.869838655462185,670.0,0.91795859375,0.9325333333333333,0.9325303030303029,0.8723677419354838,0.47313432835820896,0.7014925373134329,0.2531914893617021,0.004403131115459882,0.899225,rural,0,1,0
13095011400,1.0,1731,604,692,1.079066,2.36,4.53,32424.8344371,53900.0,0.09474292316579999,0.842287694974,39.8,0.68456890199,0.7706766917290001,13095011400.0,Dougherty County,city_small,0.1698440207973,0.28653957250100004,0.2900057770079,0.1178509532062,0.11148086522464001,559.7433335866388,1604.1650835074036,0.0629693818602,3.0,3.3216,239.0,48.345400000000005,201.0,166.6374,141.0,113.69539999999999,1.1072,0.20228200836820084,0.568492808219178,0.8290417910447762,0.806350354609929,584.0,0.8142185567010309,0.5786,0.8301695652173914,0.8679,0.6506849315068494,0.5856164383561644,0.41228070175438597,0.0005777007510109763,0.8547530303030303,city,1,0,0
13095001500,0.0,2795,1044,1397,0.7502776,2.66,4.53,22594.5402299,52900.0,0.0161001788909,0.948837209302,26.8,0.68456890199,0.662639405204,13095001500.0,Dougherty County,city_small,0.1838998211092,0.1957066189624,0.23291592128799998,0.12665474060819998,0.07925257731959999,1391.4849650316096,3725.2878134706407,0.03506261180681,1.0,1.9300000000000002,402.0,83.239,320.0,267.7953,279.0,220.03569999999996,1.9300000000000002,0.20706218905472637,0.5718562874251497,0.8368603125,0.788658422939068,1002.0,0.8411684931506849,0.8528517241379311,0.8528517857142858,0.8390951612903226,0.6796407185628742,0.5978043912175649,0.4657762938230384,0.0,0.818737,city,1,0,0
13095000400,1.0,5998,2790,3295,2.844047,2.15,4.53,40468.566308199996,97100.0,0.429643214405,0.543681227076,31.7,0.68456890199,0.846356742499,13095000400.0,Dougherty County,city_small,0.16672224074679998,0.322774258086,0.1968989663222,0.13171057019000001,0.22395700025596,980.9964462612608,2108.9665536469684,0.02667555851955,9.0,8.7039,901.0,189.0768,1168.0,964.0360000000001,575.0,441.1833,0.9671000000000001,0.20985216426193118,0.604221635883905,0.825373287671233,0.7672753043478261,2653.0,0.8279900497512438,0.8419555555555556,0.8176991769547325,0.8284454545454545,0.556351300414625,0.6569920844327177,0.32989099254159493,0.00016672224074691563,0.8203641025641026,city,1,0,0
13095000100,1.0,4569,1946,2526,3.150496,2.33,4.53,33049.6916752,57900.0,0.194134383891,0.7631866929309999,33.3,0.68456890199,0.746971736205,13095000100.0,Dougherty County,city_small,0.1884438608014,0.247537754432,0.241847231341,0.09520682862770001,0.09247472856608001,617.6805176073863,1450.247833991854,0.04267892317793,7.0,6.2142,698.0,145.9018,721.0,583.2636,444.0,327.6205,0.8877428571428572,0.20902836676217768,0.5684492513368984,0.8089647711511789,0.737884009009009,1870.0,0.7981557692307693,0.8273222222222222,0.8273242990654206,0.809468345323741,0.6106951871657754,0.6229946524064172,0.3811158798283262,0.0002188662727073758,0.8165798701298701,city,1,0,0
13095000700,0.0,1903,773,954,0.7704352,2.46,4.53,62089.5213454,86700.0,0.568050446663,0.411455596427,35.1,0.68456890199,0.867010309278,13095000700.0,Dougherty County,city_small,0.17078297425120004,0.27640567525000004,0.279033105623,0.09563846558060002,0.19531880548783997,1003.3290275418361,2470.0325218785433,0.020493956910130003,0.0,1.8261,248.0,51.0861,340.0,259.6174,152.0,104.4707,,0.20599233870967742,0.5635139189189189,0.7635805882352941,0.6873072368421053,740.0,0.7615004651162791,0.7796375,0.7615000000000001,0.7796333333333334,0.5405405405405406,0.6648648648648648,0.3089430894308943,0.0,0.7630446808510639,city,1,0,0
13095000502,0.0,4907,1841,1956,2.651768,2.66,4.53,85970.0706138,150900.0,0.6278785408600001,0.277358875076,41.1,0.68456890199,0.884027187766,13095000502.0,Dougherty County,city_small,0.1595679641329,0.246994090076,0.244956185042,0.2200937436312,0.4046937607325,694.2537959580175,1850.463539796845,0.09476258406350002,9.0,7.8378,418.0,88.186,1052.0,861.5809999999999,288.0,215.39530000000002,0.8708666666666667,0.21097129186602873,0.6638370684776457,0.8189933460076044,0.7479003472222223,1767.0,0.8181678823529411,0.8348666666666666,0.8183336633663367,0.8348660714285714,0.39954725523486134,0.758347481607244,0.21492537313432836,0.0,0.811675,city,1,0,0
13095000600,0.0,2945,1219,1495,1.329002,2.42,4.53,49363.49466780001,97100.0,0.676740237691,0.294736842105,34.5,0.68456890199,0.934340118188,13095000600.0,Dougherty County,city_small,0.16400679117146,0.283531409168,0.227164685908,0.11239388794569999,0.2087193460492,917.2296204219407,2215.948508730611,0.0285229202037,2.0,3.7194000000000003,363.0,75.9046,543.0,426.44949999999994,253.0,187.92680000000001,1.8597000000000001,0.20910358126721765,0.5977608096468561,0.7853581952117863,0.7427936758893281,1161.0,0.7826636363636363,0.7457428571428572,0.7974902097902098,0.7822467532467532,0.5305770887166236,0.6856158484065461,0.3178391959798995,0.0,0.7794852941176471,city,1,0,0
13095000800,0.0,1551,617,779,0.7106318,2.32,4.53,18094.0032415,81300.0,0.08897485493230001,0.8852353320440001,29.9,0.68456890199,0.765714285714,13095000800.0,Dougherty County,city_small,0.2095422308188,0.288845905867,0.201805286912,0.09155383623469998,0.044296788482810004,868.2414718845962,2182.5648669254597,0.025789813023900002,0.0,1.1005,244.0,51.1021,188.0,155.27650000000003,165.0,121.5208,,0.20943483606557378,0.5510886097152429,0.8259388297872342,0.7364896969696969,597.0,0.8222564102564104,0.8439,0.843892,0.802729268292683,0.6850921273031826,0.5912897822445561,0.46742209631728043,0.0,0.8327894736842105,city,1,0,0
13095000200,0.0,2960,1082,1327,1.8734529999999998,2.72,4.53,28716.728281,60900.0,0.0141891891892,0.971621621622,32.3,0.68456890199,0.727929373997,13095000200.0,Dougherty County,city_small,0.18445945945949999,0.217905405405,0.23513513513460002,0.1310810810811,0.037015615963,577.5431782916359,1579.9702474521646,0.014189189189237998,4.0,3.8109999999999995,407.0,82.807,385.0,313.5901,237.0,179.79170000000002,0.9527499999999999,0.20345700245700246,0.5614712487899323,0.8145197402597403,0.7586147679324895,1033.0,0.82286,0.7719153846153847,0.8362402597402597,0.8133301369863014,0.6234269119070668,0.6021297192642788,0.38102893890675243,0.0,0.7931350515463917,city,1,0,0
13095000501,0.0,5075,2389,2416,1.7355909999999999,2.12,4.53,56806.6136459,140000.0,0.40236453202,0.5148768472909999,37.2,0.68456890199,0.869196757553,13095000501.0,Dougherty County,city_small,0.1507389162562,0.30837438423700003,0.24630541871900002,0.1324137931035,0.28477201032370003,1376.4763702969192,2924.0760063862976,0.08275862068961999,10.0,8.3581,688.0,138.29489999999998,1173.0,951.6188,417.0,314.7281,0.83581,0.20101002906976742,0.6175698863636363,0.8112692242114237,0.7547436450839328,2288.0,0.8135577553593947,0.8260615384615384,0.7995534759358289,0.807067816091954,0.48295454545454547,0.6949300699300699,0.2622641509433962,0.0,0.8171752688172043,city,1,0,0
13095001403,0.0,2480,1104,1284,1.870484,2.25,4.53,38758.423913,46000.0,0.0,0.984677419355,33.6,0.68456890199,0.808612440191,13095001403.0,Dougherty County,city_small,0.2213709677422,0.2536290322585,0.2314516129035,0.15443548387099998,0.07250945775534,590.2215683213542,1325.8600447798538,0.015322580645120001,4.0,3.8293999999999997,408.0,80.24319999999999,353.0,289.4894,282.0,219.438,0.9573499999999999,0.19667450980392154,0.5663801337153773,0.8200832861189802,0.7781489361702127,1047.0,0.7925292682926829,0.8439888888888889,0.8439924242424243,0.8187985074626866,0.6590257879656161,0.606494746895893,0.4440944881889764,0.0,0.8243651162790698,city,1,0,0
13095000900,0.0,2069,839,1073,0.816808,2.44,4.53,31943.6233611,75900.0,0.303044949251,0.667472208797,34.6,0.68456890199,0.7978087649400001,13095000900.0,Dougherty County,city_small,0.1933301111649,0.259062348961,0.295795070083,0.08506524891247,0.1012084592145,1027.1691756202192,2533.0310183054034,0.029482841952650003,1.0,2.9905999999999997,274.0,56.7979,329.0,264.8089,203.0,154.4027,2.9905999999999997,0.20729160583941605,0.5935565055762081,0.804890273556231,0.760604433497537,807.0,0.7824918032786885,0.830125,0.8169460317460318,0.8301216666666666,0.5910780669144982,0.6592317224287485,0.3815789473684211,0.0,0.80936875,city,1,0,0
13095001000,0.0,2325,888,1056,1.60148,2.34,4.53,33238.175675700004,77100.0,0.16946236559099995,0.793978494624,25.6,0.68456890199,0.7532956685500001,13095001000.0,Dougherty County,city_small,0.16688172043009997,0.25419354838700003,0.203010752688,0.06752688172043,0.1426229508198,554.4870994330245,1451.7821015560605,0.036559139784969996,3.0,2.7329999999999997,324.0,66.6549,324.0,268.1794,198.0,151.43249999999998,0.9109999999999999,0.205725,0.5759714958775028,0.8277141975308642,0.7648106060606059,849.0,0.832875968992248,0.8459875,0.8075378787878787,0.8279914893617021,0.6148409893992933,0.6148409893992933,0.3793103448275862,0.0,0.8345594594594594,city,1,0,0
13095001100,4.0,6137,2423,2674,3.639477,2.52,4.53,31405.0350805,71400.0,0.0510021182988,0.9449242300799998,35.2,0.68456890199,0.8119402985070001,13095001100.0,Dougherty County,city_small,0.2085709630112,0.22030307968090002,0.2349682255178,0.14567378197819997,0.08080260303691,665.7549972152592,1686.231290924493,0.00407365162131,5.0,6.7997,823.0,174.7683,906.0,745.815,583.0,443.6169,1.35994,0.21235516403402188,0.5917133793698749,0.8231953642384107,0.7609209262435678,2317.0,0.8182314685314684,0.8417782608695653,0.8172597087378641,0.823962433862434,0.6068191627104014,0.642641346568839,0.39153794492948285,0.0006517842594101353,0.8334430693069307,city,1,0,0
13095010302,0.0,5842,1629,1896,3.047567,3.04,4.53,28542.4800491,59100.0,0.0718931872646,0.906881205067,28.9,0.68456890199,0.738636363636,13095010302.0,Dougherty County,city_small,0.21995891817860003,0.27798699075699995,0.20284149263960002,0.08028072577886002,0.040268456375780005,534.524753680559,1916.9389877236497,0.02122560766864,6.0,4.6234,597.0,124.37170000000002,562.0,460.49480000000005,388.0,292.51030000000003,0.7705666666666667,0.20832780569514242,0.5679331616226658,0.8193857651245553,0.753892525773196,1553.0,0.8266098360655737,0.7714538461538462,0.8163077519379845,0.8071717948717948,0.6342562781712814,0.6117192530585963,0.40842105263157896,0.0,0.8287791666666667,city,1,0,0
13295020100,2.0,6697,2709,3383,7.785802,2.43,4.18,37530.3063861,81800.0,0.911602209945,0.041959086157999995,39.7,0.17598897197000002,0.850921805467,13295020100.0,Walker County,rural_fringe,0.16022099447510002,0.2432432432434,0.26429744661800003,0.17754218306700004,0.08500435919787001,347.9410342055963,860.1554470560643,0.04643870389726,7.0,4.7428,259.0,54.8998,1602.0,1368.3543,458.0,380.0027,0.6775428571428571,0.21196833976833976,0.7772999140154773,0.8541537453183521,0.8297002183406114,2326.0,0.8596224880382776,0.8573970149253732,0.8528914965986395,0.8508793103448276,0.30825451418744626,0.8856405846947549,0.22233009708737864,0.00029864118261908315,0.8500397297297297,rural,0,1,0
