fips,solar_system_count_residential,population,household_count,housing_unit_count,land_area,average_household_size,daily_solar_radiation,average_household_income,housing_unit_median_value,race_white_rate,race_black_africa_rate,age_median,voting_2016_dem_percentage,employ_rate,geoid,county_name,locale,age_18_under,age_25_to_44,age_45_to_64,age_65_plus,ed_bachelor_rate,housing_density,pop_density,race_oth_rate,total_mf_own_hh,total_mf_own_suit,total_mf_rent_hh,total_mf_rent_suit,total_sf_own_hh,total_sf_own_suit,total_sf_rent_hh,total_sf_rent_suit,suit_mf_own_rate,suit_mf_rent_rate,suit_rate,suit_sf_own_rate,suit_sf_rent_rate,total_hh,high_sf_own_rate,low_sf_own_rate,mid_sf_own_rate,mod_sf_own_rate,rent_pct,sf_pct,sf_rent_pct,solar_per_capita,very_low_sf_own_rate,urban,city,rural,suburban
13001950200,0.0,4665,1559,1925,60.5607,2.8,4.52,37673.2520847,55400.0,0.504608788853,0.440514469453,31.8,0.204769384549,0.910022779043,13001950200.0,Appling County,rural_fringe,0.20450160771700002,0.2445873526258,0.267524115755,0.10032154340830002,0.08890444522230001,25.74276717409145,77.03015321817615,0.0548767416934,0.0,1.1755,82.0,18.4961,654.0,610.016,193.0,178.3124,,0.2255621951219512,0.8697524219590959,0.9327461773700305,0.9238984455958549,929.0,0.9270874493927126,0.8714500000000001,0.9384864516129031,0.9384858407079646,0.2960172228202368,0.9117330462863293,0.22786304604486424,0.0,0.9384864,rural,0,1,0
13001950300,0.0,4871,1907,2249,27.72161,2.48,4.52,53081.64656530001,78800.0,0.741531513036,0.155820160131,42.8,0.204769384549,0.94301994302,13001950300.0,Appling County,rural_fringe,0.11804557585709999,0.256415520427,0.27817696571600004,0.18538287825869998,0.18905047048798002,68.79109835251272,175.71129526748268,0.1026483268323,0.0,1.1526,82.0,16.0101,875.0,816.8800000000001,230.0,211.9574,,0.19524512195121954,0.8812132266217356,0.933577142857143,0.9215539130434783,1187.0,0.933289512195122,0.9378615384615384,0.9283431472081218,0.9378647727272728,0.2628475147430497,0.9309182813816343,0.2081447963800905,0.0,0.9378646706586826,rural,0,1,0
13001950400,0.0,1453,617,813,150.1,2.35,4.52,41499.0275527,54400.0,0.691672401927,0.30832759807300003,44.7,0.204769384549,0.916030534351,13001950400.0,Appling County,rural_distant,0.2408809359941,0.1954576737783,0.286304198211,0.2092222986927,0.0786852589641,4.1105929380413055,9.680213191205864,0.0,0.0,0.2806,29.0,5.728400000000001,275.0,257.5058,78.0,70.48519999999999,,0.19753103448275863,0.8743455497382199,0.9363847272727274,0.9036564102564102,382.0,0.9324023622047244,0.9398,0.9398027027027027,0.9398022222222222,0.2801047120418848,0.9240837696335078,0.22096317280453256,0.0,0.9398018867924528,rural,0,1,0
13001950500,0.0,4018,1541,1851,143.9943,2.57,4.52,51145.3601557,58300.0,0.955450472872,0.0373320059731,35.5,0.204769384549,0.92049971607,13001950500.0,Appling County,rural_distant,0.1906421105027,0.264808362369,0.255102040816,0.1331508213042,0.13071646341461,10.701812502300438,27.903882306452406,0.0072175211548,0.0,0.903,50.0,9.7116,738.0,693.8873000000001,155.0,143.49779999999998,,0.19423200000000002,0.8992573700954402,0.9402266937669378,0.925792258064516,943.0,0.9415469333333334,0.9440625,0.9440644628099174,0.9440645161290322,0.21739130434782608,0.9469777306468717,0.17357222844344905,0.0,0.9255529411764707,rural,0,1,0
13211010100,0.0,2817,1008,1053,68.81114000000001,2.79,4.35,83181.0515873,161100.0,0.833510827121,0.140575079872,42.5,0.281717011129,0.9188596491230001,13211010100.0,Morgan County,rural_distant,0.1728789492367,0.2179623713173,0.31416400426,0.15122470713525002,0.19584415584403,14.648790878918732,40.93813879554967,0.025914093006769997,0.0,0.2956,57.0,16.286700000000003,683.0,625.3802000000001,120.0,110.0376,,0.2857315789473685,0.8744187209302327,0.9156371888726209,0.91698,860.0,0.9169796143250689,0.9169805555555555,0.91698,0.9071193548387096,0.2058139534883721,0.9337209302325581,0.149439601494396,0.0,0.916980303030303,rural,0,1,0
13211010200,0.0,3844,1281,1390,71.24463,3.0,4.35,67545.51131930001,184600.0,0.809053069719,0.163111342352,45.5,0.281717011129,0.9341283361730001,13211010200.0,Morgan County,rural_distant,0.1800208116545,0.1672736732566,0.33949011446399996,0.1703954214358,0.17902420284266998,17.98030251543169,53.954943691896496,0.02783558792928,0.0,0.2804,56.0,14.722999999999999,864.0,786.5502,154.0,139.44639999999998,,0.2629107142857143,0.8761638733705773,0.9103590277777778,0.9054961038961038,1074.0,0.9114140311804009,0.9114135593220339,0.9114136363636364,0.9114137931034483,0.19553072625698323,0.9478584729981379,0.1512770137524558,0.0,0.902975,rural,0,1,0
13211010300,8.0,6816,2526,3033,75.32285,2.63,4.35,61757.4821853,179900.0,0.620598591549,0.354313380282,41.7,0.281717011129,0.9339774557170001,13211010300.0,Morgan County,rural_fringe,0.1864730046948,0.20701291079830003,0.294600938967,0.17590962441320002,0.2728453876139,33.535640247282196,90.49046869575434,0.025088028169,0.0,0.5714,128.0,34.14170000000001,1682.0,1529.2669,326.0,294.01980000000003,,0.26673203125000006,0.8698500936329588,0.9091955410225921,0.9019012269938651,2136.0,0.909179855247286,0.9102774509803921,0.9067082352941176,0.9102779527559055,0.21254681647940074,0.9400749063670412,0.16235059760956175,0.0011737089201877935,0.9102780991735536,rural,0,1,0
13211010400,0.0,3004,1098,1372,61.40435,2.74,4.35,58938.88888890001,182900.0,0.7809587217039999,0.197736351531,42.6,0.281717011129,0.927536231884,13211010400.0,Morgan County,rural_distant,0.18242343541939998,0.19940079893430002,0.2879494007992,0.17776298268960003,0.12512512512510102,17.881469309584745,48.92161548815353,0.021304926764289998,0.0,0.2921,60.0,16.4098,697.0,634.6881000000001,152.0,138.61,,0.27349666666666667,0.8690869086908692,0.9105998565279771,0.9119078947368422,909.0,0.9090041401273885,0.9119071428571429,0.9119083870967741,0.911908256880734,0.23322332233223322,0.933993399339934,0.1790341578327444,0.0,0.9119077922077922,rural,0,1,0
13211010500,0.0,1419,505,651,70.5665,2.8,4.35,77743.7623762,248700.0,0.8365045806910001,0.0824524312896,41.8,0.281717011129,0.942457231726,13211010500.0,Morgan County,rural_distant,0.19661733615189997,0.22903453135979998,0.2473572938688,0.2015503875968,0.3316008316011,7.156370232334039,20.1086918013505,0.08104298801977398,0.0,0.8466,19.0,5.1817,342.0,310.58719999999994,67.0,61.3845,,0.272721052631579,0.8831775700934578,0.908149707602339,0.9161865671641791,428.0,0.911260752688172,0.9161882352941176,0.8985673076923076,0.8974877551020408,0.20093457943925233,0.955607476635514,0.16381418092909536,0.0,0.9161868421052631,rural,0,1,0
13059140500,6.0,2130,609,762,8.180194,2.95,4.35,31866.502463099998,80900.0,0.419248826291,0.559624413146,34.1,0.667420456344,0.847457627119,13059140500.0,Clarke County,city_midsize,0.1727699530517,0.38544600938999996,0.22300469483539997,0.07042253521120001,0.07607192254488002,74.44811211078857,260.38502265349695,0.02112676056336,10.0,4.4688,265.0,41.794399999999996,174.0,134.4968,134.0,93.24010000000001,0.44688,0.15771471698113207,0.4699830188679246,0.7729701149425288,0.6958216417910449,583.0,0.7554042253521126,0.7701266666666666,0.7735625,0.7956642857142857,0.6843910806174958,0.5283018867924528,0.43506493506493504,0.0028169014084507044,0.7956642857142857,city,1,0,0
13059000100,1.0,1796,634,970,0.3266984000000001,2.69,4.35,18498.4227129,185300.0,0.8975501113590001,0.0528953229399,21.6,0.667420456344,0.94191522763,13059000100.0,Clarke County,city_midsize,0.00723830734967,0.0952115812918,0.0439866369711,0.0133630289532,0.46350364963479995,1940.6278084006526,5497.425148087654,0.049554565701500006,5.0,2.7908,316.0,52.614599999999996,118.0,94.1651,160.0,110.4299,0.55816,0.1665018987341772,0.43405742904841405,0.7980093220338983,0.690186875,599.0,0.775790625,0.7609333333333334,0.77044,0.7745190476190477,0.7946577629382304,0.46410684474123537,0.5755395683453237,0.0005567928730512249,0.8374369565217392,city,1,0,0
13059130300,6.0,6045,1582,1888,6.797758999999999,3.77,4.35,47859.2920354,110000.0,0.539950372208,0.383788254756,28.2,0.667420456344,0.8981891348090001,13059130300.0,Clarke County,city_midsize,0.2635235732013,0.34805624483,0.151364764268,0.07096774193556,0.14037122969836,232.72375499043144,889.2636529185576,0.07626137303555,26.0,7.0297,608.0,99.06049999999999,555.0,439.0348,294.0,186.8753,0.27037307692307694,0.1629284539473684,0.4935942683749157,0.7910536936936937,0.6356302721088436,1483.0,0.7925099358974359,0.6528400000000001,0.7963064516129033,0.8000490196078431,0.6082265677680377,0.5724881995954147,0.3462897526501767,0.0009925558312655087,0.7879103448275862,city,1,0,0
13059130400,3.0,5631,2182,2625,5.424201,2.58,4.35,71621.1732356,153400.0,0.585153613923,0.350559403303,36.8,0.667420456344,0.9053311793209999,13059130400.0,Clarke County,city_midsize,0.13372402770379999,0.28751553898,0.238501154324,0.137453383058,0.4170235546035,402.2712285182647,1038.125246464871,0.06428698277401,53.0,20.3111,651.0,100.5961,1052.0,798.9715000000001,325.0,209.12149999999997,0.38322830188679247,0.15452549923195086,0.5425277270543007,0.7594786121673005,0.6434507692307692,2081.0,0.758953652058433,0.7634695652173913,0.7515649635036497,0.7732302083333332,0.46900528592023066,0.6617011052378664,0.23602033405954975,0.0005327650506126798,0.7610488372093023,city,1,0,0
13059130500,1.0,2664,1061,1177,11.93389,2.51,4.35,71687.65315739997,157700.0,0.620495495495,0.356231231231,42.2,0.667420456344,0.884335756775,13059130500.0,Clarke County,rural_fringe,0.1133633633634,0.307432432433,0.31606606606599996,0.128003003003,0.38011988012,88.90646721228367,223.22981022952283,0.023273273273260002,27.0,7.2277,328.0,52.4808,488.0,423.04269999999997,165.0,128.2487,0.2676925925925926,0.16000243902439026,0.6061506944444445,0.8668907786885245,0.7772648484848486,1008.0,0.8736520634920635,0.8163999999999999,0.8422130434782609,0.8738113207547169,0.48908730158730157,0.6478174603174603,0.25267993874425726,0.00037537537537537537,0.89061875,rural,0,1,0
13059130600,1.0,6592,2585,2981,3.562725,2.55,4.35,56464.44874269999,172700.0,0.65973907767,0.25166868931999997,30.4,0.667420456344,0.929326655537,13059130600.0,Clarke County,city_midsize,0.061286407767020004,0.26744538835,0.2213288834952,0.12393810679615,0.43203763307740006,725.568209727105,1850.2691058108612,0.08859223300972999,49.0,17.9392,916.0,146.10219999999998,1012.0,786.2899,471.0,302.669,0.3661061224489796,0.15950021834061134,0.5118465277777777,0.7769663043478261,0.6426093418259023,2448.0,0.7650385620915032,0.7948836734693878,0.7748383458646616,0.8047388429752066,0.5665849673202614,0.6058006535947712,0.31759946055293325,0.00015169902912621358,0.8114443298969072,city,1,0,0
13059130700,0.0,5309,2446,2822,3.565004,2.13,4.35,52246.7702371,167300.0,0.738368807685,0.136560557544,31.5,0.667420456344,0.908770806658,13059130700.0,Clarke County,city_midsize,0.09361461668867001,0.35901299679800003,0.14899227726499997,0.16763985684680002,0.4761639252856,686.1142371789765,1489.198890099422,0.1250706347711,47.0,16.8789,848.0,131.7863,985.0,765.7076,448.0,294.62739999999997,0.35912553191489366,0.15540837264150945,0.5193299828178694,0.7773681218274111,0.6576504464285714,2328.0,0.7711638941398865,0.7921936170212766,0.7754886227544909,0.7862897142857143,0.5567010309278351,0.6155498281786942,0.3126308443824145,0.0,0.7973358208955225,city,1,0,0
13059000600,0.0,2993,1086,1178,0.521185,2.12,4.35,45910.7734807,304800.0,0.716672235216,0.208152355496,22.2,0.667420456344,0.939544807966,13059000600.0,Clarke County,city_midsize,0.06114266622116002,0.17641162713,0.0818576678917,0.05245573003679,0.5849462365587,2083.7130769304567,5742.682540748487,0.07517540928829,7.0,3.933,473.0,77.2625,320.0,256.3355,235.0,154.46920000000003,0.5618571428571428,0.16334566596194502,0.47536251207729474,0.8010484375000001,0.6573157446808512,1035.0,0.7910233082706768,0.7773862068965517,0.7793044444444445,0.8185960784313725,0.6840579710144927,0.5362318840579711,0.42342342342342343,0.0,0.8349693548387096,city,1,0,0
13059001700,1.0,2120,729,833,1.358215,2.77,4.35,66957.7503429,148100.0,0.7004716981129999,0.22783018867899998,37.3,0.667420456344,0.9457831325299999,13059001700.0,Clarke County,city_midsize,0.09764150943397001,0.36839622641500014,0.216981132076,0.158962264151,0.412547528517,536.7338749756113,1560.872174140324,0.0716981132076,19.0,4.395,216.0,31.0918,351.0,271.7856,105.0,70.7277,0.2313157894736842,0.14394351851851853,0.5470334298118669,0.7743179487179487,0.6735971428571429,691.0,0.7739634782608695,0.7947,0.7743179487179487,0.7682033333333333,0.4645441389290883,0.6599131693198264,0.23026315789473684,0.0004716981132075472,0.7947000000000001,city,1,0,0
13059001800,4.0,2393,1025,1199,0.8052995,2.24,4.35,51484.0,176700.0,0.807354784789,0.136230672796,30.9,0.667420456344,0.943033630748,13059001800.0,Clarke County,city_midsize,0.1090681153364,0.475971583786,0.18303384872540002,0.0635185959047,0.5436668594563001,1272.818373785157,2971.56523752964,0.056414542415409996,23.0,7.9434000000000005,364.0,54.897800000000004,399.0,305.2272,191.0,121.9315,0.3453652173913044,0.15081813186813187,0.501535209825998,0.7649804511278195,0.6383848167539267,977.0,0.7707012345679012,0.7703733333333334,0.7674222222222222,0.69732,0.5680655066530195,0.6038894575230297,0.32372881355932204,0.001671541997492687,0.7969375,city,1,0,0
13059001900,4.0,4177,1642,1759,1.026858,2.5,4.35,40979.3544458,168100.0,0.7584390711040001,0.20588939430199998,26.0,0.667420456344,0.927454387489,13059001900.0,Clarke County,city_midsize,0.1060569786928,0.37802250419,0.10366291596840001,0.04117787886043,0.4775641025636799,1599.0526440851606,4067.748413120412,0.035671534594207,22.0,9.6737,651.0,98.10350000000001,556.0,434.9538,340.0,234.2689,0.43971363636363636,0.15069662058371738,0.4952198215423837,0.7822910071942446,0.6890261764705883,1569.0,0.7845996168582375,0.7950294117647059,0.7750153846153846,0.8063234375,0.6316124920331422,0.5710643722115998,0.3794642857142857,0.0009576250897773521,0.7579940298507463,city,1,0,0
13059002000,1.0,2080,934,1018,0.7663059,2.2,4.35,72343.7901499,360900.0,0.846634615385,0.11105769230799999,31.7,0.667420456344,0.936363636364,13059002000.0,Clarke County,city_midsize,0.09471153846158001,0.306730769231,0.23653846153799998,0.11634615384610002,0.6421282798829,1218.8344106446264,2714.3207431914593,0.0423076923077,19.0,5.8297,296.0,46.9238,405.0,304.5919,169.0,104.6546,0.30682631578947367,0.15852635135135135,0.5196850393700787,0.7520787654320988,0.6192579881656805,889.0,0.7466747252747252,0.78100625,0.7586914285714286,0.7810047619047619,0.5230596175478065,0.6456692913385826,0.29442508710801396,0.0004807692307692308,0.7409538461538462,city,1,0,0
13059002100,2.0,4060,1205,1528,0.6461918000000001,2.28,4.35,55441.32780080001,351500.0,0.799014778325,0.046798029556700003,21.3,0.667420456344,0.888825541619,13059002100.0,Clarke County,city_midsize,0.06108374384243,0.1522167487688,0.1288177339902,0.06403940886695,0.7730192719479999,1864.7714192597305,6282.964283978842,0.1541871921181,11.0,7.0199,467.0,71.8716,424.0,320.83729999999997,240.0,153.2712,0.6381727272727272,0.15390064239828694,0.4842381786339755,0.7566917452830187,0.6386299999999999,1142.0,0.7515532567049807,0.4765,0.7508345454545455,0.7941522727272727,0.6190893169877408,0.5814360770577933,0.3614457831325301,0.0004926108374384236,0.7806915254237288,city,1,0,0
13059002200,2.0,2274,945,1183,0.6994866,2.41,4.35,57315.02645499999,216200.0,0.912928759894,0.0364995602463,25.6,0.667420456344,0.9813278008299999,13059002200.0,Clarke County,city_midsize,0.07695690413369999,0.3962181178545,0.1262093227793,0.0338610378189,0.7762845849805,1350.9908552930108,3250.955772419372,0.050571679859260005,21.0,4.8237000000000005,324.0,49.9182,392.0,301.3667,164.0,104.8912,0.22970000000000002,0.15406851851851852,0.5116534961154273,0.7687926020408162,0.6395804878048781,901.0,0.7653755555555555,0.7827684210526316,0.7827714285714286,0.75146,0.5416204217536071,0.6170921198668147,0.2949640287769784,0.0008795074758135445,0.7827714285714285,city,1,0,0
13059140300,1.0,5213,1815,2139,10.50179,2.87,4.22,40761.487603300004,91800.0,0.485900633033,0.459620180318,33.7,0.667420456344,0.870820133756,13059140300.0,Clarke County,rural_fringe,0.1592173412622,0.305965854594,0.267408402072,0.07059274889699999,0.08787607983321999,172.82767985267273,496.391567532773,0.05447918664873,34.0,12.7971,690.0,114.9874,613.0,524.2028,372.0,267.01300000000003,0.3763852941176471,0.16664840579710144,0.5377415447630194,0.8551432300163132,0.7177768817204302,1709.0,0.8456030973451327,0.8434074074074074,0.8727242424242424,0.851484496124031,0.6214160327677004,0.5763604447045055,0.37766497461928933,0.0001918281220026856,0.868213888888889,rural,0,1,0
13059140400,0.0,3608,1129,1271,5.332726999999998,3.2,4.22,33290.6997343,67100.0,0.615576496674,0.242793791574,27.7,0.667420456344,0.8675445391169999,13059140400.0,Clarke County,city_midsize,0.2441796008865,0.294900221729,0.1590909090909,0.08370288248337998,0.17474226804117998,211.71156895899608,676.5769183384037,0.14162971175199,14.0,9.2836,460.0,76.8785,348.0,264.1128,243.0,153.72500000000002,0.6631142857142857,0.1671271739130435,0.4732393427230047,0.7589448275862068,0.63261316872428,1065.0,0.7631741666666667,0.7531315789473684,0.7908770491803279,0.752272,0.6600938967136151,0.5549295774647888,0.41116751269035534,0.0,0.7268333333333333,city,1,0,0
13059140600,2.0,4922,1864,2136,12.45353,2.64,4.35,56681.384120200004,124500.0,0.636936204795,0.271637545713,36.5,0.667420456344,0.855650876539,13059140600.0,Clarke County,suburban_midsize,0.19483949613969997,0.311661926046,0.2198293376673,0.13815522145436002,0.32858009708705,149.67643712264714,395.2293044622689,0.09142624949200001,45.0,15.247,633.0,111.5868,796.0,682.573,307.0,204.59319999999997,0.33882222222222225,0.1762824644549763,0.5693430656934306,0.8575037688442211,0.6664273615635178,1781.0,0.8577584033613446,0.8678942857142857,0.8630319727891157,0.8518651162790698,0.527793374508703,0.6193149915777653,0.2783318223028105,0.0004063388866314506,0.8418769230769231,suburban,0,0,1
13059150400,9.0,4938,1530,1907,5.516177,3.23,4.35,20978.888888900005,100800.0,0.804171729445,0.0664236533009,21.8,0.667420456344,0.906967691709,13059150400.0,Clarke County,city_midsize,0.0081004455245,0.1931956257592,0.036654515998300004,0.014580801944110001,0.5468102734055,277.3660091037688,895.1851980094185,0.12940461725411,15.0,5.270100000000001,735.0,116.00980000000001,291.0,229.0661,406.0,267.6543,0.3513400000000001,0.15783646258503403,0.42709073946095366,0.7871687285223368,0.6592470443349753,1447.0,0.7837060606060606,0.794541935483871,0.7936583333333334,0.7778131578947368,0.78852798894264,0.48168624740843125,0.5824964131994261,0.0018226002430133657,0.786815625,city,1,0,0
13059150800,3.0,6145,2316,2526,4.657097,2.64,4.35,72061.1830743,154900.0,0.6571196094389999,0.261676159479,38.6,0.667420456344,0.9575777202069999,13059150800.0,Clarke County,city_midsize,0.1528071602929,0.278925956062,0.27290480065100003,0.1378356387306,0.481595092025,497.305510278184,1319.4915201465633,0.08120423108220001,60.0,20.010099999999998,674.0,109.4287,1130.0,868.1267,344.0,213.4345,0.33350166666666664,0.1623571216617211,0.5484601449275363,0.7682537168141593,0.6204491279069768,2208.0,0.7689741104294479,0.7993807692307692,0.7596320441988951,0.7697728395061728,0.46105072463768115,0.667572463768116,0.23337856173677068,0.00048820179007323027,0.769774074074074,city,1,0,0
13059150500,4.0,4577,1996,2448,2.262998,2.29,4.35,37544.8897796,140600.0,0.829145728643,0.0998470613939,23.8,0.667420456344,0.881188118812,13059150500.0,Clarke County,city_midsize,0.03211710727552,0.2866506445272,0.06925934017909999,0.060738474983599994,0.6591504981652,882.0158038142323,2022.5382435159022,0.07100720996287,30.0,11.973499999999998,831.0,131.0408,613.0,476.64730000000003,426.0,269.3385,0.3991166666666666,0.1576904933814681,0.4678947894736842,0.7775649265905383,0.63225,1900.0,0.7864978181818182,0.7589017543859649,0.7799022222222222,0.7657950617283951,0.661578947368421,0.5468421052631579,0.41000962463907603,0.0008739348918505571,0.7716581818181819,city,1,0,0
13059150600,0.0,2898,1499,1855,1.346131,1.93,4.35,29347.7651768,131600.0,0.663561076605,0.20289855072500002,26.7,0.667420456344,0.925797101449,13059150600.0,Clarke County,city_midsize,0.09799861973775001,0.33781918564479996,0.1456176673571,0.0910973084886,0.4186186186191,1113.561755876657,2152.836536711509,0.1335403726708,23.0,7.043399999999999,653.0,105.57169999999999,425.0,329.2515,315.0,200.1333,0.30623478260869563,0.1616718223583461,0.4533897598870057,0.774709411764706,0.6353438095238095,1416.0,0.7779081081081082,0.8069891304347826,0.7427965909090909,0.7855646017699115,0.6836158192090396,0.5225988700564972,0.42567567567567566,0.0,0.770855223880597,city,1,0,0
13059150700,1.0,5654,2284,2856,3.520525,2.48,4.35,60049.737302999994,167200.0,0.667492041033,0.252387690131,33.7,0.667420456344,0.935586734694,13059150700.0,Clarke County,city_midsize,0.118500176866,0.271489211178,0.23664662186080004,0.12663600990450002,0.4733909166894,648.7668742588108,1606.0104671888425,0.08012026883624,38.0,17.866699999999998,778.0,116.6465,967.0,737.9523999999999,378.0,250.5344,0.4701763157894736,0.14993123393316196,0.5196668209162425,0.7631358841778696,0.662789417989418,2161.0,0.7649446078431372,0.7427699999999999,0.7563093023255814,0.7675691176470588,0.5349375289217955,0.6223970384081444,0.2810408921933085,0.00017686593562079943,0.7708746666666667,city,1,0,0
13059150900,3.0,4154,1620,1845,18.5948,2.56,4.35,74106.85185189999,150900.0,0.7084737602310001,0.208473760231,31.3,0.667420456344,0.965197215777,13059150900.0,Clarke County,rural_fringe,0.1487722676937,0.3038035628313,0.2419354838711,0.12156957149734,0.555916305915,87.12113063867318,223.39578806978295,0.08305247953776,30.0,11.6445,519.0,84.3226,746.0,651.55,257.0,192.483,0.38815000000000005,0.1624712909441233,0.6056701675257732,0.8733914209115281,0.7489610894941634,1552.0,0.8711106306306307,0.8660208333333334,0.8826593023255813,0.8708145454545454,0.5,0.6462628865979382,0.25623130608175476,0.0007221954742416948,0.903676923076923,rural,0,1,0
13059030100,0.0,4908,2014,2570,1.459052,2.44,4.35,26208.7884806,129900.0,0.41768541157300004,0.541972290139,23.9,0.667420456344,0.924758301807,13059030100.0,Clarke County,city_midsize,0.12102689486559999,0.2520374898122,0.1627954360223,0.04156479217597,0.17008928571438997,1380.3483357687046,3363.8280198375382,0.0403422982885,16.0,7.247099999999999,883.0,140.9902,549.0,428.6763,466.0,297.0865,0.4529437499999999,0.15967180067950168,0.4566353709508882,0.7808311475409837,0.637524678111588,1914.0,0.7774,0.8073,0.7792199999999999,0.7706045454545455,0.7048066875653083,0.5303030303030303,0.45911330049261084,0.0,0.7786723404255319,city,1,0,0
13059030200,1.0,4758,1640,2057,1.7199810000000002,2.88,4.35,29422.0731707,93100.0,0.271542664985,0.6704497688100001,29.2,0.667420456344,0.8125,13059030200.0,Clarke County,city_midsize,0.1210592686003,0.256620428752,0.2173182009252,0.1052963430012,0.11937590711174001,953.4989049297636,2766.3096278389116,0.058007566204259994,26.0,7.0286,702.0,112.7365,439.0,340.1359,381.0,248.09910000000002,0.2703307692307692,0.16059330484330486,0.4573644056847545,0.7747970387243736,0.6511787401574803,1548.0,0.7697732824427481,0.8003189189189189,0.8003197368421052,0.748125,0.6996124031007752,0.5297157622739018,0.46463414634146344,0.0002101723413198823,0.777009708737864,city,1,0,0
13059000401,0.0,1385,688,818,0.584939,1.79,4.35,19388.372093,137500.0,0.398555956679,0.09602888086639999,25.3,0.667420456344,0.9642276422759999,13059000401.0,Clarke County,city_midsize,0.0606498194946,0.437545126354,0.05559566787,0.025270758122700004,0.7437325905295,1176.1910216278964,2367.76826301546,0.5054151624547001,6.0,2.7335,318.0,50.3219,159.0,122.8189,179.0,117.12540000000001,0.4555833333333333,0.15824496855345913,0.44259773413897285,0.7724459119496855,0.6543318435754191,662.0,0.8133708333333334,0.7483,0.7832444444444445,0.7455888888888889,0.7507552870090635,0.5105740181268882,0.5295857988165681,0.0,0.7787595744680851,city,1,0,0
13059001200,3.0,3069,1367,1579,1.3403559999999999,2.22,4.35,68957.644477,277500.0,0.7846203975239999,0.17073965461100002,42.3,0.667420456344,0.971264367816,13059001200.0,Clarke County,city_midsize,0.11990876507008,0.229390681004,0.2238514173997,0.24275008145989996,0.5257490636705999,1019.8783009886927,2289.6902017076063,0.044639947865760005,33.0,12.4705,444.0,70.6134,626.0,467.71209999999996,215.0,135.2041,0.3778939393939394,0.1590391891891892,0.520485660091047,0.74714392971246,0.6288562790697675,1318.0,0.7531008830022075,0.7860699999999999,0.7146103896103896,0.7146090909090909,0.5,0.6380880121396054,0.2556480380499406,0.0009775171065493646,0.76150625,city,1,0,0
13059150300,1.0,3361,1346,1593,2.47796,2.48,4.35,75304.7548291,185800.0,0.637012793811,0.238321927998,37.4,0.667420456344,0.943720379147,13059150300.0,Clarke County,city_midsize,0.1743528711693,0.2088664088065,0.22999107408500002,0.1645343647724,0.5064102564101,543.1887520379668,1356.3576490338828,0.12466527819109999,18.0,10.028799999999999,445.0,69.3639,579.0,442.3107,226.0,145.2964,0.5571555555555555,0.15587393258426965,0.5260250788643533,0.763921761658031,0.6429044247787611,1268.0,0.7556536312849162,0.7635829268292683,0.793920879120879,0.7759833333333332,0.5291798107255521,0.6348580441640379,0.28074534161490683,0.0002975304968759298,0.7473793103448275,city,1,0,0
13059000900,0.0,3290,1295,1656,0.9601209999999999,2.45,4.35,25429.4208494,68900.0,0.22462006079,0.753191489362,26.9,0.667420456344,0.7492732558140001,13059000900.0,Clarke County,city_midsize,0.232218844985,0.250759878419,0.18115501519729998,0.0893617021276,0.1469387755102,1348.7883298042643,3426.6514324756986,0.022188449847989997,6.0,3.9907,608.0,100.18670000000002,304.0,242.1688,330.0,210.65370000000001,0.6651166666666667,0.1647807565789474,0.44631402243589746,0.7966078947368421,0.6383445454545456,1248.0,0.8293446428571428,0.8130843137254903,0.7655492307692308,0.7642980392156863,0.7516025641025641,0.5080128205128205,0.5205047318611987,0.0,0.8088679012345679,city,1,0,0
13147960300,1.0,3264,1321,1444,36.6007,2.47,4.22,42591.59727480001,109600.0,0.784007352941,0.203737745098,36.7,0.256326287586,0.936648501362,13147960300.0,Hart County,rural_fringe,0.15686274509800002,0.231004901961,0.28890931372600004,0.1222426470588,0.12690839694658,36.09220588677265,89.17862226678724,0.012254901960738999,3.0,1.2617,68.0,18.7291,726.0,664.6232,172.0,152.38600000000002,0.4205666666666667,0.27542794117647057,0.8637770897832817,0.915458953168044,0.8859651162790699,969.0,0.9148546075085323,0.917988888888889,0.9179875912408759,0.9179882978723404,0.2476780185758514,0.9267285861713106,0.1915367483296214,0.00030637254901960784,0.9124578313253011,rural,0,1,0
13147960400,1.0,5304,2107,2372,46.69448,2.45,4.31,50193.023255800006,118100.0,0.7445324283560001,0.22982654600299998,46.3,0.256326287586,0.957831325301,13147960400.0,Hart County,rural_fringe,0.1595022624434,0.19061085972839997,0.30769230769200007,0.2011689291104,0.12991913746630002,45.12310662844945,113.58944354878778,0.025641025641025997,3.0,3.7798,88.0,28.496799999999997,1200.0,1080.9059,299.0,251.81740000000002,1.2599333333333333,0.3238272727272727,0.8584905031446541,0.9007549166666666,0.842198662207358,1590.0,0.8921486542443064,0.9090887096774194,0.9090882352941175,0.9014164556962025,0.24339622641509434,0.9427672955974843,0.19946631087391595,0.0001885369532428356,0.9090883064516129,rural,0,1,0
